"NA06985","NA06994","NA07037","NA10847","NA11920","NA11918","NA11931","NA12003","NA12006","NA12287"
"ENSG00000164142",0,2,2,7,0,0,9,16,1,6
"ENSG00000164144",36,28,30,46,66,53,127,47,1,57
"ENSG00000164151",284,158,93,182,291,115,454,237,305,175
"ENSG00000164161",0,0,0,1,0,0,0,0,0,5
"ENSG00000164162",6,6,7,9,8,11,39,7,0,17
"ENSG00000164163",44,48,11,29,81,107,246,80,58,101
"ENSG00000164164",19,8,5,21,22,23,28,45,27,26
"ENSG00000164167",65,44,119,66,87,147,242,59,31,139
"ENSG00000164168",91,47,64,88,118,48,212,59,84,96
"ENSG00000164169",29,32,18,25,30,25,113,36,175,54
"ENSG00000164171",1,0,0,0,0,0,1,2,0,3
"ENSG00000164172",18,27,23,20,123,48,89,32,55,37
"ENSG00000164175",0,0,0,0,0,0,0,1,0,0
"ENSG00000164176",0,0,0,0,0,10,0,0,0,0
"ENSG00000164180",12,11,7,6,17,25,49,18,27,27
"ENSG00000164181",0,1,0,0,3,2,4,4,21,0
"ENSG00000164182",4,7,4,2,5,7,12,10,1,15
"ENSG00000164185",1,0,0,2,0,0,0,0,0,0
"ENSG00000164187",25,21,29,38,59,50,96,38,18,48
"ENSG00000164190",223,235,127,244,368,278,603,565,802,91
"ENSG00000164197",0,4,19,1,1,1,15,0,0,2
"ENSG00000164199",9,2,0,0,18,0,9,3,0,3
"ENSG00000164209",220,178,192,185,306,256,740,328,268,262
"ENSG00000164211",113,117,73,66,84,205,448,143,48,169
"ENSG00000164219",6,2,12,6,5,4,12,9,0,7
"ENSG00000164220",0,0,4,0,0,0,0,0,0,0
"ENSG00000164221",25,7,4,8,28,7,27,21,1,17
"ENSG00000164236",301,172,305,271,113,26,243,354,290,274
"ENSG00000164237",89,70,110,35,62,39,305,93,229,179
"ENSG00000164241",3,3,3,2,12,1,15,8,33,3
"ENSG00000164244",172,145,181,154,365,355,564,345,565,271
"ENSG00000164252",103,85,124,97,129,100,211,114,189,137
"ENSG00000164253",143,107,144,108,100,141,377,158,281,317
"ENSG00000164258",109,83,106,76,98,96,251,59,78,180
"ENSG00000164270",0,0,4,0,1,0,0,0,0,1
"ENSG00000164284",27,16,23,20,40,46,80,40,5,61
"ENSG00000164291",29,15,8,9,18,11,35,11,12,14
"ENSG00000164292",103,65,91,55,17,16,183,133,22,55
"ENSG00000164296",18,8,5,12,24,16,36,31,52,22
"ENSG00000164300",6,2,11,10,4,6,7,9,58,3
"ENSG00000164303",2,0,0,0,4,0,6,2,0,0
"ENSG00000164305",158,156,166,174,355,155,636,224,482,381
"ENSG00000164306",9,23,10,20,29,20,71,28,112,32
"ENSG00000164307",442,279,410,195,644,275,983,586,1635,381
"ENSG00000164308",247,182,111,158,13,269,654,757,990,454
"ENSG00000164309",0,1,3,2,0,0,0,0,7,3
"ENSG00000164318",0,0,0,0,0,0,0,0,35,0
"ENSG00000164323",149,153,110,116,336,237,760,263,277,288
"ENSG00000164327",39,24,10,29,77,50,128,73,186,43
"ENSG00000164329",152,110,116,105,267,143,438,235,224,188
"ENSG00000164330",171,75,190,99,173,252,138,122,428,215
"ENSG00000164331",27,27,30,18,25,27,59,37,147,63
"ENSG00000164332",68,53,14,44,135,79,298,88,146,107
"ENSG00000164338",64,52,39,28,72,70,214,47,208,122
"ENSG00000164342",0,0,6,0,2,3,0,0,0,0
"ENSG00000164346",1,3,1,3,5,26,20,4,4,4
"ENSG00000164347",48,54,55,47,172,56,182,110,429,152
"ENSG00000164362",0,0,0,0,3,0,4,3,105,0
"ENSG00000164366",40,29,51,57,62,31,109,82,74,76
"ENSG00000164393",1,0,0,0,0,0,0,0,0,0
"ENSG00000164399",0,0,0,0,0,0,0,1,0,0
"ENSG00000164400",0,0,0,0,2,0,0,1,0,0
"ENSG00000164402",452,250,433,262,256,165,772,161,1103,713
"ENSG00000164403",45,23,124,23,67,8,34,42,175,87
"ENSG00000164404",0,0,0,0,3,1,4,5,0,0
"ENSG00000164405",318,249,475,268,355,138,846,184,407,745
"ENSG00000164406",0,0,2,1,0,2,1,2,0,1
"ENSG00000164411",0,0,0,0,0,1,0,0,0,0
"ENSG00000164414",4,4,3,0,7,11,36,5,0,3
"ENSG00000164430",64,56,70,62,81,31,67,88,87,94
"ENSG00000164440",14,6,2,4,14,5,4,13,0,7
"ENSG00000164442",183,71,77,78,220,61,100,104,174,90
"ENSG00000164458",1105,7,615,15,1,1,95,0,35,4
"ENSG00000164463",33,31,51,32,43,73,99,88,1,69
"ENSG00000164465",33,29,14,17,45,3,46,54,79,73
"ENSG00000164466",240,295,331,285,290,256,855,368,688,522
"ENSG00000164483",0,0,0,0,1,0,0,0,0,1
"ENSG00000164484",34,51,11,9,69,38,94,35,4,42
"ENSG00000164485",1,1,0,0,0,0,0,1,0,0
"ENSG00000164494",32,30,76,56,117,48,152,102,165,144
"ENSG00000164500",0,0,0,0,0,0,2,0,0,0
"ENSG00000164506",39,31,52,31,52,24,118,59,115,55
"ENSG00000164508",0,0,0,0,0,0,1,0,0,0
"ENSG00000164509",0,0,0,0,2,0,0,0,0,1
"ENSG00000164530",0,1,0,0,0,0,2,0,0,0
"ENSG00000164532",0,0,0,0,0,0,0,0,0,2
"ENSG00000164535",52,41,75,49,145,17,114,57,179,104
"ENSG00000164542",1,0,0,0,2,0,2,0,0,0
"ENSG00000164543",289,223,487,212,346,147,434,256,229,593
"ENSG00000164548",135,118,135,112,495,150,324,126,393,291
"ENSG00000164574",816,677,751,656,954,193,1299,663,2245,832
"ENSG00000164576",68,61,122,111,56,18,70,79,67,137
"ENSG00000164587",832,530,529,469,401,661,1513,698,684,1117
"ENSG00000164588",0,0,0,0,0,0,0,3,0,0
"ENSG00000164591",0,0,7,0,2,0,3,3,0,0
"ENSG00000164597",63,64,43,45,143,75,226,146,337,140
"ENSG00000164603",31,45,53,20,40,48,176,63,31,83
"ENSG00000164604",0,0,0,0,0,0,1,0,0,3
"ENSG00000164609",122,117,101,109,190,118,305,246,319,148
"ENSG00000164610",26,12,32,14,9,2,21,10,3,27
"ENSG00000164611",38,41,83,78,222,50,133,64,86,109
"ENSG00000164615",194,158,259,157,185,111,407,238,133,337
"ENSG00000164620",13,28,11,16,24,4,21,39,0,14
"ENSG00000164621",1,0,0,0,1,0,0,0,0,0
"ENSG00000164626",25,5,3,24,40,4,86,18,427,102
"ENSG00000164627",2,0,12,5,0,5,16,9,0,6
"ENSG00000164631",74,76,106,53,66,64,188,137,39,111
"ENSG00000164638",1,3,0,5,2,0,1,5,3,0
"ENSG00000164647",0,0,0,0,0,18,1,0,0,5
"ENSG00000164649",51,105,109,137,171,130,398,149,391,229
"ENSG00000164651",1,0,1,0,1,1,0,0,0,0
"ENSG00000164654",196,232,199,144,333,167,595,267,255,386
"ENSG00000164659",5,6,9,17,57,60,23,50,0,16
"ENSG00000164663",32,28,44,57,42,30,82,45,187,28
"ENSG00000164674",55,44,190,116,70,52,94,79,92,113
"ENSG00000164675",0,0,0,0,0,1,0,2,0,0
"ENSG00000164683",275,20,210,36,39,35,29,22,226,241
"ENSG00000164684",0,0,0,0,0,0,0,3,0,1
"ENSG00000164687",1,2,21,4,12,1,7,4,7,4
"ENSG00000164690",0,0,0,1,0,0,0,0,0,0
"ENSG00000164691",118,44,47,26,126,2,53,71,61,58
"ENSG00000164692",0,4,7,6,0,0,0,3,0,0
"ENSG00000164694",0,1,0,0,1,0,0,1,0,0
"ENSG00000164695",6,3,2,0,6,7,0,0,54,13
"ENSG00000164707",0,0,0,1,0,2,0,0,0,2
"ENSG00000164713",163,71,56,24,72,8,60,63,75,88
"ENSG00000164715",155,83,127,192,211,46,178,191,317,63
"ENSG00000164733",161,172,270,148,60,39,150,259,347,188
"ENSG00000164741",35,0,0,0,0,0,0,0,0,4
"ENSG00000164742",286,307,50,22,305,8,842,88,404,97
"ENSG00000164743",1,0,0,0,0,0,0,0,0,0
"ENSG00000164746",0,0,3,0,1,0,1,0,0,0
"ENSG00000164749",1,0,7,0,3,37,11,0,0,42
"ENSG00000164751",104,137,87,105,275,122,545,195,187,220
"ENSG00000164754",301,220,192,231,542,370,899,431,354,555
"ENSG00000164758",52,50,110,55,55,23,109,34,30,126
"ENSG00000164761",1,0,1,0,0,0,4,4,139,5
"ENSG00000164764",1,0,0,0,1,0,1,2,0,0
"ENSG00000164776",3,2,0,0,0,0,0,6,51,0
"ENSG00000164778",0,0,0,0,1,0,0,0,0,0
"ENSG00000164794",0,0,22,0,1,8,0,0,0,23
"ENSG00000164796",0,0,0,0,0,0,0,1,0,0
"ENSG00000164808",37,65,90,76,161,55,186,133,296,186
"ENSG00000164815",47,41,39,27,120,55,223,46,100,131
"ENSG00000164818",295,265,292,264,497,71,514,335,1445,536
"ENSG00000164823",127,90,67,60,153,96,242,166,169,196
"ENSG00000164828",225,148,170,238,250,101,314,335,234,244
"ENSG00000164830",60,80,38,68,110,90,170,154,134,113
"ENSG00000164841",1,0,0,0,0,0,0,0,0,3
"ENSG00000164845",3,1,0,0,0,1,1,1,0,2
"ENSG00000164849",2,1,12,5,12,2,5,14,0,14
"ENSG00000164850",23,20,137,27,13,33,15,54,6,72
"ENSG00000164855",0,0,2,1,0,0,0,2,0,0
"ENSG00000164867",0,3,0,1,0,0,4,0,0,0
"ENSG00000164877",8,3,14,3,6,1,2,4,0,2
"ENSG00000164879",0,0,0,0,1,1,0,0,0,0
"ENSG00000164880",799,891,1029,1154,938,276,1043,1283,2682,841
"ENSG00000164885",30,30,53,39,67,19,88,22,158,129
"ENSG00000164889",204,208,355,330,517,97,344,487,733,588
"ENSG00000164896",276,270,440,257,285,87,436,324,520,586
"ENSG00000164897",510,393,791,562,923,95,525,795,609,736
"ENSG00000164898",52,22,74,47,27,24,83,18,24,54
"ENSG00000164900",0,1,0,0,0,0,0,0,0,0
"ENSG00000164902",81,65,72,87,70,78,172,66,68,81
"ENSG00000164904",7,0,44,3,0,0,7,6,0,8
"ENSG00000164916",389,302,306,404,262,113,303,517,679,173
"ENSG00000164919",256,159,196,127,292,121,465,121,179,408
"ENSG00000164920",1,18,41,6,49,4,79,24,20,24
"ENSG00000164924",133,80,155,125,297,141,279,174,290,197
"ENSG00000164929",1,0,1,0,2,0,0,0,0,0
"ENSG00000164930",49,27,38,18,29,37,55,23,0,51
"ENSG00000164932",0,0,0,2,0,1,0,0,0,0
"ENSG00000164933",70,70,25,55,166,114,306,124,324,143
"ENSG00000164934",42,35,28,56,82,61,156,31,45,94
"ENSG00000164938",114,52,82,44,178,94,181,108,72,123
"ENSG00000164941",66,144,123,77,271,80,277,107,236,251
"ENSG00000164944",186,189,159,174,459,272,828,388,612,453
"ENSG00000164946",0,0,2,0,0,1,1,7,0,0
"ENSG00000164949",13,26,18,5,21,0,16,24,0,29
"ENSG00000164951",23,20,35,32,29,36,41,22,15,29
"ENSG00000164953",5,6,1,6,4,12,20,13,69,5
"ENSG00000164961",100,85,59,81,159,96,308,136,426,164
"ENSG00000164967",60,65,96,62,79,17,100,61,18,125
"ENSG00000164970",66,22,30,30,57,28,27,44,49,45
"ENSG00000164972",0,0,0,1,0,0,0,0,0,0
"ENSG00000164975",56,104,144,82,95,90,229,144,134,238
"ENSG00000164976",1,2,7,5,17,1,7,7,4,4
"ENSG00000164978",58,38,136,48,75,27,172,76,69,170
"ENSG00000164983",1,4,9,6,15,3,16,18,5,14
"ENSG00000164985",745,625,581,488,1361,695,1361,1173,1630,674
"ENSG00000164989",5,8,9,10,20,9,21,9,14,20
"ENSG00000165006",262,180,314,267,761,126,473,416,1076,465
"ENSG00000165023",0,0,0,1,0,0,0,2,0,0
"ENSG00000165025",82,408,457,850,852,360,1318,824,1688,640
"ENSG00000165028",0,3,0,2,0,1,0,2,0,1
"ENSG00000165029",0,1,1,7,0,0,8,11,0,0
"ENSG00000165030",3,6,10,1,9,8,16,1,0,14
"ENSG00000165046",2,4,13,2,7,7,11,7,11,4
"ENSG00000165055",20,6,19,10,10,9,20,13,9,14
"ENSG00000165059",5,4,3,7,18,1,7,9,34,0
"ENSG00000165060",30,38,44,27,63,29,79,25,200,83
"ENSG00000165066",0,1,6,0,0,0,0,0,0,3
"ENSG00000165071",0,1,0,0,0,0,0,4,0,0
"ENSG00000165092",0,0,0,0,4,0,0,0,0,0
"ENSG00000165097",63,92,44,65,143,41,248,95,428,131
"ENSG00000165102",197,92,65,67,185,90,417,214,413,110
"ENSG00000165113",1,1,0,0,6,0,12,1,0,2
"ENSG00000165115",3,2,2,1,5,2,7,1,0,3
"ENSG00000165118",56,76,59,55,88,27,131,54,234,128
"ENSG00000165119",290,292,429,321,580,455,892,494,766,626
"ENSG00000165124",0,0,0,2,0,0,0,6,0,0
"ENSG00000165138",28,2,26,27,73,13,12,16,8,89
"ENSG00000165140",0,0,0,2,1,0,0,0,0,0
"ENSG00000165156",118,90,57,94,127,113,353,139,219,152
"ENSG00000165171",1,1,7,6,3,1,10,1,0,3
"ENSG00000165178",1,4,3,7,5,7,7,13,5,12
"ENSG00000165181",0,0,0,0,0,0,1,0,0,0
"ENSG00000165185",35,41,39,65,126,30,149,71,328,38
"ENSG00000165188",0,0,0,0,1,0,0,0,0,0
"ENSG00000165209",164,342,241,229,547,196,977,529,874,369
"ENSG00000165215",0,0,0,3,1,0,0,0,0,0
"ENSG00000165219",154,145,121,129,229,112,501,231,547,191
"ENSG00000165233",49,35,127,71,68,8,53,61,89,107
"ENSG00000165244",59,69,133,122,165,55,120,107,187,154
"ENSG00000165264",143,98,292,178,140,96,338,37,29,301
"ENSG00000165271",605,420,411,406,509,137,973,532,1423,875
"ENSG00000165272",6,4,37,10,21,19,18,23,48,50
"ENSG00000165275",14,13,24,22,27,14,29,28,21,7
"ENSG00000165280",2509,1793,2652,2153,3586,1155,5227,1999,4262,4281
"ENSG00000165282",114,100,83,108,194,86,211,136,538,202
"ENSG00000165283",604,561,861,586,758,201,1589,578,1796,1816
"ENSG00000165300",0,0,0,0,0,0,0,0,0,2
"ENSG00000165304",63,65,72,74,333,112,404,84,100,210
"ENSG00000165309",0,0,0,0,1,0,0,0,0,0
"ENSG00000165312",42,24,106,62,26,16,28,63,22,47
"ENSG00000165322",39,20,10,25,40,28,80,57,150,32
"ENSG00000165323",1,1,0,0,0,0,2,2,0,1
"ENSG00000165325",0,2,0,0,1,0,1,1,0,0
"ENSG00000165338",1,0,0,0,1,3,1,0,34,4
"ENSG00000165355",84,128,123,128,200,65,320,167,206,173
"ENSG00000165379",0,0,0,0,0,0,0,0,0,1
"ENSG00000165383",1,0,0,2,0,1,2,0,0,0
"ENSG00000165389",46,60,62,50,130,108,146,48,146,99
"ENSG00000165392",50,63,22,36,88,63,252,62,203,93
"ENSG00000165406",239,178,195,170,327,159,420,395,252,307
"ENSG00000165409",0,0,0,1,0,0,0,0,0,0
"ENSG00000165410",16,10,6,15,60,28,45,27,15,28
"ENSG00000165416",41,39,41,52,311,86,131,48,185,139
"ENSG00000165417",76,50,101,79,217,90,202,140,248,99
"ENSG00000165424",6,1,26,10,18,2,2,13,0,9
"ENSG00000165434",1,3,3,5,9,4,0,3,0,3
"ENSG00000165443",0,0,0,0,0,1,0,0,0,0
"ENSG00000165449",17,18,11,9,17,21,103,14,127,24
"ENSG00000165457",3,2,0,4,2,0,4,3,0,2
"ENSG00000165458",600,461,642,607,837,150,688,940,1364,596
"ENSG00000165474",3,3,13,2,13,0,47,8,3,26
"ENSG00000165475",138,41,123,85,99,22,123,72,265,134
"ENSG00000165476",59,56,61,51,75,76,220,72,73,84
"ENSG00000165478",0,0,0,0,0,1,0,2,0,0
"ENSG00000165480",37,36,57,57,287,75,266,58,282,156
"ENSG00000165487",64,66,65,65,92,103,154,88,36,125
"ENSG00000165490",16,11,28,8,40,16,96,20,140,38
"ENSG00000165494",227,144,206,284,245,173,415,239,377,186
"ENSG00000165496",0,0,0,0,0,0,0,1,0,0
"ENSG00000165501",58,75,132,117,133,74,259,64,56,201
"ENSG00000165502",93,66,86,111,161,109,244,208,146,170
"ENSG00000165506",101,75,83,91,72,31,157,116,156,188
"ENSG00000165507",97,48,45,21,18,3,104,133,396,153
"ENSG00000165511",1,3,0,1,4,1,6,7,0,1
"ENSG00000165512",36,25,38,24,17,58,114,19,12,49
"ENSG00000165516",77,71,80,60,56,40,143,69,43,94
"ENSG00000165521",1,0,0,1,1,0,2,4,0,0
"ENSG00000165525",92,64,43,64,172,90,264,159,126,118
"ENSG00000165526",252,156,231,186,229,100,443,258,390,413
"ENSG00000165527",538,538,1382,778,587,109,574,684,797,1041
"ENSG00000165533",8,1,0,6,7,5,5,1,34,9
"ENSG00000165548",6,2,0,5,4,2,3,3,2,0
"ENSG00000165555",0,0,0,0,1,0,2,0,0,0
"ENSG00000165556",0,0,0,1,3,0,1,0,0,0
"ENSG00000165566",4,10,0,2,0,0,5,2,0,1
"ENSG00000165568",0,0,1,0,0,0,1,0,0,0
"ENSG00000165572",8,4,4,6,7,19,32,8,0,14
"ENSG00000165588",0,0,0,0,0,0,0,1,0,0
"ENSG00000165606",0,0,0,0,0,0,0,0,0,1
"ENSG00000165609",129,139,106,116,407,121,536,166,514,290
"ENSG00000165617",46,18,319,102,5,81,10,7,185,347
"ENSG00000165623",0,0,2,0,0,0,0,0,0,0
"ENSG00000165626",1,0,0,0,0,0,0,0,0,0
"ENSG00000165629",150,126,151,124,570,171,618,182,528,389
"ENSG00000165630",39,31,29,21,64,24,137,33,117,57
"ENSG00000165632",111,117,121,134,258,107,247,163,546,95
"ENSG00000165633",4,1,3,3,0,1,1,1,0,5
"ENSG00000165637",27,33,42,30,171,43,86,56,117,89
"ENSG00000165643",0,0,0,1,0,0,0,0,0,0
"ENSG00000165644",60,90,116,106,87,12,112,80,65,213
"ENSG00000165646",8,10,5,6,14,25,26,13,16,9
"ENSG00000165650",145,105,154,201,206,181,338,213,145,153
"ENSG00000165655",1,1,77,14,8,80,5,15,92,152
"ENSG00000165660",57,55,46,71,120,81,209,135,195,109
"ENSG00000165661",151,142,163,196,247,69,244,177,388,185
"ENSG00000165669",44,38,50,40,38,62,131,45,39,85
"ENSG00000165671",318,287,312,409,596,264,827,555,1422,252
"ENSG00000165672",102,125,168,121,195,217,556,133,166,458
"ENSG00000165678",578,509,545,421,924,375,1578,601,856,1244
"ENSG00000165684",326,212,141,325,203,40,212,304,432,133
"ENSG00000165685",1,0,0,0,0,1,0,0,0,0
"ENSG00000165688",439,396,357,402,372,117,605,302,419,748
"ENSG00000165689",53,24,55,57,52,13,74,39,50,61
"ENSG00000165695",0,2,0,2,0,1,1,0,0,2
"ENSG00000165698",5,8,9,13,18,6,12,5,34,6
"ENSG00000165699",97,62,64,109,250,119,215,204,196,126
"ENSG00000165702",0,0,0,0,0,1,0,0,0,1
"ENSG00000165714",46,43,52,70,117,21,89,96,170,90
"ENSG00000165716",13,3,34,10,1,1,7,1,0,2
"ENSG00000165724",162,104,154,160,128,30,142,95,191,167
"ENSG00000165730",0,0,0,0,4,0,5,0,0,0
"ENSG00000165731",0,1,0,2,0,0,0,2,0,0
"ENSG00000165732",1016,830,695,911,2128,804,2589,1143,3057,1344
"ENSG00000165733",154,145,113,182,214,94,403,206,596,232
"ENSG00000165752",50,62,153,93,51,15,127,44,71,54
"ENSG00000165757",6,0,0,0,2,0,1,0,0,0
"ENSG00000165782",200,120,242,196,154,81,270,206,261,312
"ENSG00000165792",67,65,116,101,157,30,200,58,276,229
"ENSG00000165794",0,0,1,0,1,0,0,0,0,0
"ENSG00000165795",0,0,0,1,0,0,1,3,0,1
"ENSG00000165801",4,4,4,2,1,0,1,8,0,4
"ENSG00000165802",267,337,504,410,411,62,252,466,818,483
"ENSG00000165804",92,37,112,36,38,3,20,37,41,57
"ENSG00000165806",46,53,58,53,161,65,99,62,149,132
"ENSG00000165807",0,1,0,0,2,0,1,0,0,1
"ENSG00000165810",93,30,36,0,9,4,1,0,0,0
"ENSG00000165813",39,36,9,29,54,55,140,110,91,32
"ENSG00000165819",53,53,135,57,202,44,218,80,184,172
"ENSG00000165821",62,31,78,43,60,29,135,81,242,26
"ENSG00000165828",0,0,3,1,0,0,2,0,0,0
"ENSG00000165832",30,38,30,34,133,61,132,36,38,110
"ENSG00000165837",0,1,0,0,0,0,0,2,0,0
"ENSG00000165861",158,88,126,105,163,42,277,150,303,169
"ENSG00000165868",0,0,0,1,4,2,0,0,0,7
"ENSG00000165879",11,5,3,9,8,3,4,6,22,7
"ENSG00000165886",15,21,34,8,39,1,14,14,72,20
"ENSG00000165887",0,0,0,0,1,0,0,0,0,1
"ENSG00000165891",65,101,70,129,176,51,210,198,278,59
"ENSG00000165895",1,3,0,2,5,7,9,7,0,4
"ENSG00000165898",49,46,86,43,69,30,87,36,52,128
"ENSG00000165899",0,1,0,0,1,0,0,0,0,0
"ENSG00000165905",1,4,9,1,1,0,4,5,0,3
"ENSG00000165912",23,24,128,14,17,2,19,9,101,25
"ENSG00000165914",4,0,0,1,0,5,0,0,0,8
"ENSG00000165915",75,48,113,83,68,9,73,109,208,88
"ENSG00000165916",353,303,500,322,392,158,809,326,957,842
"ENSG00000165917",1,0,0,3,0,0,0,0,0,0
"ENSG00000165923",4,1,5,1,1,0,3,13,23,0
"ENSG00000165929",78,32,60,50,37,20,28,191,92,60
"ENSG00000165934",165,190,164,109,290,248,898,252,446,431
"ENSG00000165935",0,1,6,0,1,2,1,0,0,1
"ENSG00000165943",130,88,139,105,159,64,262,156,131,243
"ENSG00000165948",24,26,52,50,33,21,60,34,11,74
"ENSG00000165949",3,0,7,12,49,1,3,1,0,33
"ENSG00000165959",4,53,63,72,94,13,140,272,344,20
"ENSG00000165966",1,0,0,0,0,0,0,0,0,0
"ENSG00000165972",0,0,0,0,0,0,0,0,0,2
"ENSG00000165983",52,47,35,49,131,118,192,110,279,82
"ENSG00000165985",0,3,10,5,18,8,19,1,0,7
"ENSG00000165990",2,4,4,2,2,6,8,0,0,5
"ENSG00000165995",1,3,18,3,2,20,6,3,41,16
"ENSG00000165996",0,0,47,10,4,19,5,0,10,28
"ENSG00000165997",34,41,37,45,86,82,167,47,11,93
"ENSG00000166002",61,34,63,49,54,11,50,74,14,83
"ENSG00000166004",38,43,11,46,124,56,133,120,257,33
"ENSG00000166012",131,117,105,147,154,121,285,265,158,138
"ENSG00000166016",157,71,67,106,52,17,61,137,73,131
"ENSG00000166024",39,37,27,43,38,33,108,47,216,31
"ENSG00000166025",39,7,196,67,20,119,30,77,750,78
"ENSG00000166035",0,1,0,1,2,0,0,0,0,1
"ENSG00000166037",140,94,146,132,146,223,476,261,230,333
"ENSG00000166046",4,5,11,4,6,6,12,12,0,3
"ENSG00000166068",31,2,20,13,9,19,10,20,44,19
"ENSG00000166073",1,1,15,2,0,0,3,1,0,4
"ENSG00000166086",3,9,25,2,8,6,34,3,49,17
"ENSG00000166105",3,1,0,0,0,0,0,1,0,2
"ENSG00000166118",0,0,0,0,0,0,1,0,0,0
"ENSG00000166123",52,55,271,122,140,54,74,51,321,178
"ENSG00000166126",1,2,4,5,2,3,3,10,0,7
"ENSG00000166128",264,262,189,143,455,331,1011,397,463,340
"ENSG00000166130",124,93,213,97,46,83,213,124,53,247
"ENSG00000166133",148,112,201,134,215,36,294,129,250,281
"ENSG00000166135",200,143,205,175,426,114,519,292,609,341
"ENSG00000166136",499,354,561,341,267,154,784,264,343,1075
"ENSG00000166140",69,60,113,73,106,9,103,80,255,128
"ENSG00000166145",26,64,111,88,109,13,61,130,333,123
"ENSG00000166147",114,55,219,89,71,96,177,92,741,248
"ENSG00000166148",0,2,5,1,0,1,0,0,0,5
"ENSG00000166153",1,0,0,0,2,4,7,0,0,2
"ENSG00000166159",0,1,0,0,1,0,0,0,0,3
"ENSG00000166164",17,20,16,17,7,10,29,4,2,26
"ENSG00000166165",97,203,159,114,134,5,100,102,310,90
"ENSG00000166166",234,114,319,277,239,35,214,194,549,264
"ENSG00000166167",68,55,72,46,147,65,251,100,483,139
"ENSG00000166169",174,138,183,148,251,43,215,253,419,303
"ENSG00000166170",130,98,132,131,279,120,444,177,349,182
"ENSG00000166171",41,43,86,35,84,23,122,53,31,65
"ENSG00000166173",40,26,0,6,5,0,15,4,0,4
"ENSG00000166181",55,53,70,52,111,73,156,46,139,108
"ENSG00000166188",144,86,127,102,138,24,138,156,323,80
"ENSG00000166189",331,215,449,321,285,49,391,232,401,708
"ENSG00000166192",7,2,0,1,6,6,33,4,0,11
"ENSG00000166197",780,529,484,665,1272,387,1482,757,3108,743
"ENSG00000166199",104,72,113,80,139,60,207,115,193,178
"ENSG00000166200",117,122,69,101,139,280,672,186,127,286
"ENSG00000166211",1,0,0,0,0,0,0,0,0,0
"ENSG00000166224",156,82,116,91,175,111,295,108,321,213
"ENSG00000166225",23,26,13,21,63,33,72,44,62,20
"ENSG00000166226",577,479,472,470,639,475,2307,479,1586,1765
"ENSG00000166228",126,97,251,155,454,156,370,320,946,453
"ENSG00000166233",339,269,462,326,341,265,728,413,760,487
"ENSG00000166246",2,0,5,2,0,1,1,0,0,0
"ENSG00000166250",2,0,0,0,1,0,2,0,0,1
"ENSG00000166260",61,48,195,87,89,38,93,43,97,132
"ENSG00000166261",52,29,60,55,26,11,76,52,44,54
"ENSG00000166262",1,6,4,0,4,4,12,2,0,5
"ENSG00000166263",9,1,15,6,12,16,47,13,0,10
"ENSG00000166266",98,79,87,88,84,80,273,125,216,105
"ENSG00000166272",246,170,272,224,315,104,392,376,385,263
"ENSG00000166275",19,16,14,15,27,35,39,21,9,23
"ENSG00000166289",317,160,269,148,158,29,283,158,272,346
"ENSG00000166292",4,0,0,0,0,1,0,0,0,2
"ENSG00000166295",273,266,275,226,111,260,707,222,138,364
"ENSG00000166311",105,88,91,104,204,25,181,196,328,74
"ENSG00000166313",27,24,22,10,37,3,47,60,68,10
"ENSG00000166317",158,29,6,14,21,3,46,50,99,7
"ENSG00000166321",5,2,0,6,20,11,18,3,0,7
"ENSG00000166323",1,2,4,0,1,3,3,1,0,4
"ENSG00000166326",597,515,657,587,709,444,1211,866,1744,678
"ENSG00000166333",286,276,537,324,835,176,789,610,1061,804
"ENSG00000166337",925,721,895,557,992,126,854,790,1474,996
"ENSG00000166340",309,314,327,197,548,218,705,869,1272,255
"ENSG00000166341",6,13,1,15,11,0,26,38,29,9
"ENSG00000166342",3,18,10,12,0,0,48,2,143,7
"ENSG00000166343",1,1,0,0,0,1,4,1,0,1
"ENSG00000166347",121,66,161,68,69,54,159,48,126,276
"ENSG00000166348",44,29,17,20,54,20,65,42,302,39
"ENSG00000166349",0,2,0,2,1,1,0,2,133,0
"ENSG00000166352",2,0,0,2,3,7,4,2,0,1
"ENSG00000166359",0,3,0,0,0,2,3,6,0,0
"ENSG00000166363",0,0,0,0,0,0,1,0,0,0
"ENSG00000166377",90,68,94,96,91,35,149,111,282,89
"ENSG00000166387",151,185,64,151,398,56,414,429,683,147
"ENSG00000166391",0,0,0,1,2,1,0,0,0,0
"ENSG00000166394",51,84,11,36,39,10,82,23,36,45
"ENSG00000166398",85,72,90,86,183,23,144,158,344,73
"ENSG00000166401",82,40,35,43,66,41,129,62,117,48
"ENSG00000166402",1,1,0,3,0,0,0,0,0,0
"ENSG00000166405",0,1,0,5,3,2,5,2,59,5
"ENSG00000166407",1,0,0,0,0,0,0,0,0,0
"ENSG00000166411",128,152,298,241,414,110,549,197,813,525
"ENSG00000166415",0,0,0,0,0,0,0,0,0,1
"ENSG00000166426",1,2,0,0,0,0,0,0,0,0
"ENSG00000166428",9,21,45,68,85,2,48,87,16,6
"ENSG00000166435",37,34,15,26,193,11,66,140,65,30
"ENSG00000166436",24,29,16,46,58,10,80,84,81,23
"ENSG00000166439",86,89,106,77,180,86,214,156,205,118
